"","Temp","WS","WD","Humi","Solar","Cloud","LowCloud","Year","Month","Day","Time"
"245",2.8,1.9,320,83,0.68,0,0,2019,1,23,10
"246",4,3,320,65,1.32,0,0,2019,1,23,11
"247",4.5,6.4,340,49,1.76,0,0,2019,1,23,12
"248",5.3,5.8,340,39,1.95,0,0,2019,1,23,13
"249",6,7.4,340,27,1.9,0,0,2019,1,23,14
"250",6.4,5.3,340,28,1.63,0,0,2019,1,23,15
"251",5.9,6.3,340,24,1.21,0,0,2019,1,23,16
"252",5.1,5.5,320,27,0.61,0,0,2019,1,23,17
"253",3.6,5.8,320,37,0.1,0,0,2019,1,23,18
"254",-2.9,2.9,20,35,0,0,0,2019,1,24,8
"255",-1.9,2.8,20,32,0.31,0,0,2019,1,24,9
"256",-0.7,3.4,20,29,0.86,0,0,2019,1,24,10
"257",0.4,1.4,360,27,1.44,0,0,2019,1,24,11
"258",1.3,3.2,340,24,1.83,0,0,2019,1,24,12
"259",2.4,2.7,340,17,2.01,0,0,2019,1,24,13
"260",3.7,3.2,270,22,1.98,0,0,2019,1,24,14
"261",4,3.1,250,31,1.7,0,0,2019,1,24,15
"262",3.9,3.8,270,31,1.23,0,0,2019,1,24,16
"263",2.9,2.8,270,32,0.61,2,0,2019,1,24,17
"264",1.2,3,270,36,0.11,2,0,2019,1,24,18
"265",-1.8,2.7,340,44,0.01,3,0,2019,1,25,8
"266",-1,2.3,360,50,0.24,1,0,2019,1,25,9
"267",-0.3,4.4,340,55,0.79,0,0,2019,1,25,10
"268",0.2,6.2,340,32,1.44,1,0,2019,1,25,11
"269",0.4,6.8,340,30,1.85,0,0,2019,1,25,12
"270",0.6,7.4,340,26,2.04,0,0,2019,1,25,13
"271",1,6,340,28,1.97,0,0,2019,1,25,14
"272",1.1,7,340,26,1.66,0,0,2019,1,25,15
"273",0.8,7.7,340,24,1.2,0,0,2019,1,25,16
"274",0.1,7.5,340,30,0.6,0,0,2019,1,25,17
"275",-0.8,7.2,340,34,0.1,0,0,2019,1,25,18
"276",-5.6,6.4,20,43,0.01,0,0,2019,1,26,8
"277",-5.3,5.9,20,41,0.31,0,0,2019,1,26,9
"278",-4.3,5.7,360,39,0.91,0,0,2019,1,26,10
"279",-2.8,3.4,50,32,1.49,0,0,2019,1,26,11
"280",-2.3,3.6,360,33,1.87,0,0,2019,1,26,12
"281",-1.3,3,320,35,2.06,0,0,2019,1,26,13
"282",0.1,2.6,290,32,2.03,0,0,2019,1,26,14
"283",0.8,2.2,320,30,1.74,0,0,2019,1,26,15
"284",1.4,2.7,320,31,1.26,0,0,2019,1,26,16
"285",1.2,3.1,320,32,0.64,0,0,2019,1,26,17
"286",0.2,4,320,37,0.13,0,0,2019,1,26,18
"287",-4.2,1.8,160,58,0.01,0,0,2019,1,27,8
"288",-2.1,1.7,180,53,0.32,0,0,2019,1,27,9
"289",0.2,2.1,200,46,0.91,1,0,2019,1,27,10
"290",1.7,2.7,200,40,1.49,1,0,2019,1,27,11
"291",3.3,2.5,200,41,1.84,2,0,2019,1,27,12
"292",3.4,2.4,230,48,1.65,7,0,2019,1,27,13
"293",3.5,3.3,230,53,1.44,7,0,2019,1,27,14
"294",3.5,4,230,58,1.12,7,0,2019,1,27,15
"295",3.2,4,230,66,0.77,9,0,2019,1,27,16
"296",3.3,3.3,250,71,0.44,8,6,2019,1,27,17
"297",2.9,3.9,270,66,0.09,8,2,2019,1,27,18
"298",0.7,6.1,340,66,0,0,0,2019,1,28,8
"299",0.5,6.5,340,49,0.28,0,0,2019,1,28,9
"300",0.9,7.9,340,32,0.86,0,0,2019,1,28,10
"301",1.5,6,340,30,1.46,0,0,2019,1,28,11
"302",1.7,7.5,320,28,1.84,0,0,2019,1,28,12
"303",2.4,5.2,340,33,1.97,0,0,2019,1,28,13
"304",2.5,8,340,28,1.93,3,0,2019,1,28,14
"305",3,6.4,320,26,1.67,2,0,2019,1,28,15
"306",3.2,4.9,320,28,1.26,3,0,2019,1,28,16
"307",2.2,6.4,340,31,0.63,1,0,2019,1,28,17
"308",1.3,4,320,39,0.13,2,0,2019,1,28,18
"309",-3.6,1.6,140,43,0.01,2,0,2019,1,29,8
"310",-1,1.9,160,37,0.33,0,0,2019,1,29,9
"311",1,3,160,30,0.93,1,0,2019,1,29,10
"312",1.8,2.6,230,36,1.49,3,0,2019,1,29,11
"313",2.5,2.9,230,28,1.88,3,0,2019,1,29,12
"314",3.5,1.6,270,26,2.1,4,0,2019,1,29,13
"315",3.7,2.3,270,25,1.94,7,0,2019,1,29,14
"316",3.7,3,270,30,1.69,2,0,2019,1,29,15
"317",3.7,2.4,270,37,1.18,3,0,2019,1,29,16
"318",2.4,3.5,270,42,0.61,7,0,2019,1,29,17
"319",1.1,3.5,270,51,0.12,8,0,2019,1,29,18
"320",-1,0.8,320,61,0.01,0,0,2019,1,30,8
"321",-0.9,0.7,360,74,0.26,0,0,2019,1,30,9
"322",0.8,1,270,67,0.63,3,0,2019,1,30,10
"323",2.2,2,230,54,0.75,9,3,2019,1,30,11
"324",3.6,0.8,20,53,1.24,8,0,2019,1,30,12
"325",4.6,1.7,250,54,1.42,8,0,2019,1,30,13
"326",6,1.2,250,52,1.62,8,0,2019,1,30,14
"327",4.8,2.9,270,55,1.31,8,1,2019,1,30,15
"328",4.6,3,270,62,0.88,8,0,2019,1,30,16
"329",4.2,1.9,320,69,0.47,3,1,2019,1,30,17
"330",3.2,1.3,340,79,0.05,8,6,2019,1,30,18
"331",-2,4.6,340,34,0,10,10,2019,1,31,8
"332",-2.2,5.1,340,31,0.07,10,10,2019,1,31,9
"333",-2.7,4.8,340,31,0.19,10,10,2019,1,31,10
"334",-2.8,4.9,340,30,0.42,10,10,2019,1,31,11
"335",-2.9,5.8,340,30,0.47,10,10,2019,1,31,12
"336",-2.6,5.7,360,26,0.66,10,10,2019,1,31,13
"337",-2.1,4.7,340,24,1.24,9,0,2019,1,31,14
"338",-1.8,4.8,340,26,1.41,9,0,2019,1,31,15
"339",-1.6,4.9,340,23,1.2,8,0,2019,1,31,16
"340",-2,5.6,340,24,0.65,9,0,2019,1,31,17
"341",-3.2,7,340,26,0.11,5,0,2019,1,31,18
"342",-4.8,0.9,230,52,0.01,0,0,2019,2,1,8
"343",-3.2,0.9,340,47,0.34,0,0,2019,2,1,9
"344",-1.4,1.8,290,44,0.93,0,0,2019,2,1,10
"345",0.5,1.1,270,44,1.5,0,0,2019,2,1,11
"346",1.2,2.9,230,43,1.86,1,1,2019,2,1,12
"347",1.7,3.1,230,48,1.95,7,7,2019,2,1,13
"348",1.3,3.9,250,54,1.76,7,7,2019,2,1,14
"349",1.8,3.1,230,57,1.2,8,8,2019,2,1,15
"350",1.7,3.5,230,62,0.55,8,8,2019,2,1,16
"351",1.4,3.7,250,71,0.31,8,8,2019,2,1,17
"352",1.4,4.8,270,61,0.11,6,6,2019,2,1,18
"353",0.2,2.5,160,64,0,9,9,2019,2,2,8
"354",0.9,3.6,180,62,0.07,9,9,2019,2,2,9
"355",1.5,4.2,180,63,0.23,9,9,2019,2,2,10
"356",2.5,3.9,180,61,0.47,8,8,2019,2,2,11
"357",3.7,5.1,160,57,0.87,9,9,2019,2,2,12
"358",4.4,4.5,160,56,0.82,9,9,2019,2,2,13
"359",5,4.7,180,55,0.78,9,9,2019,2,2,14
"360",5.6,4.1,180,55,0.77,9,9,2019,2,2,15
"361",7,3.2,180,51,1.21,0,0,2019,2,2,16
"362",6,2.2,230,56,0.48,5,0,2019,2,2,17
"363",5.4,1.5,200,58,0.08,8,6,2019,2,2,18
"364",3.6,2.9,90,99,0,10,8,2019,2,3,8
"365",3.8,2,90,98,0,10,7,2019,2,3,9
"366",4.1,3,90,99,0.05,10,7,2019,2,3,10
"367",4.5,1.6,90,99,0.07,10,7,2019,2,3,11
"368",3.6,0.5,50,98,0.09,10,7,2019,2,3,12
"369",3.1,2.5,340,98,0.08,10,8,2019,2,3,13
"370",3.4,2,360,98,0.1,10,8,2019,2,3,14
"371",3.5,3.2,360,98,0.08,10,8,2019,2,3,15
"372",3.3,4.2,360,98,0.08,10,7,2019,2,3,16
"373",3.2,5.8,340,98,0.03,10,7,2019,2,3,17
"374",3.6,4.1,340,99,0,10,7,2019,2,3,18
"375",-2.2,3.9,340,50,0.02,1,0,2019,2,4,8
"376",-1.9,3.3,340,46,0.38,0,0,2019,2,4,9
"377",-1.1,4.7,340,36,1.03,0,0,2019,2,4,10
"378",-0.6,3.2,340,34,1.62,1,0,2019,2,4,11
"379",0.2,2.6,20,30,1.99,2,0,2019,2,4,12
"380",1,2.4,340,28,2.14,3,0,2019,2,4,13
"381",1.4,3.6,340,27,2.08,6,0,2019,2,4,14
"382",1.7,3.4,270,29,1.59,8,0,2019,2,4,15
"383",0.8,3,250,37,1.06,8,0,2019,2,4,16
"384",0.3,2.7,270,37,0.55,9,0,2019,2,4,17
"385",-0.4,2.9,270,46,0.1,7,0,2019,2,4,18
"386",-1.1,3.8,160,49,0.02,0,0,2019,2,5,8
"387",1,3.7,160,46,0.33,0,0,2019,2,5,9
"388",3.4,3.4,180,40,0.89,0,0,2019,2,5,10
"389",5.1,4.9,180,31,1.46,0,0,2019,2,5,11
"390",6.9,3.7,180,27,1.85,0,0,2019,2,5,12
"391",7.9,4.3,180,20,1.96,7,0,2019,2,5,13
"392",8.4,4.4,200,23,1.92,7,0,2019,2,5,14
"393",8.5,4.1,200,24,1.62,8,0,2019,2,5,15
"394",8.4,1.6,230,28,1,9,0,2019,2,5,16
"395",7.3,1.9,230,32,0.49,8,0,2019,2,5,17
"396",6.5,1.8,200,34,0.12,7,0,2019,2,5,18
"397",5.8,2.5,200,35,0,6,0,2019,2,5,19
"398",2,2.4,140,56,0.01,0,0,2019,2,6,8
"399",3.6,3.1,200,52,0.35,0,0,2019,2,6,9
"400",4.4,1.1,200,51,0.44,9,9,2019,2,6,10
"401",6.3,1.1,230,48,1.02,8,8,2019,2,6,11
"402",7.5,1.5,200,51,1.2,9,9,2019,2,6,12
"403",8.3,2.1,250,56,1.13,8,8,2019,2,6,13
"404",9.5,1.7,250,58,1.69,9,9,2019,2,6,14
"405",8.9,1.3,250,50,0.82,9,7,2019,2,6,15
"406",8.2,3.4,230,54,0.59,9,8,2019,2,6,16
"407",7.9,2.5,230,57,0.25,10,5,2019,2,6,17
"408",6.2,2.7,230,68,0.06,10,5,2019,2,6,18
"409",5.9,2.9,250,75,0,10,8,2019,2,6,19
"410",-1.4,8,360,57,0,10,8,2019,2,7,8
"411",-1.7,5.3,360,47,0.24,4,4,2019,2,7,9
"412",-2.5,7.4,340,50,0.91,0,0,2019,2,7,10
"413",-2.7,6.7,340,45,1.55,4,0,2019,2,7,11
"414",-2.4,7.3,340,35,1.72,5,0,2019,2,7,12
"415",-2.2,5.8,320,36,2.18,3,0,2019,2,7,13
"416",-2.1,7,340,30,2.17,2,0,2019,2,7,14
"417",-2.6,7.7,340,32,1.98,0,0,2019,2,7,15
"418",-2.5,5.1,320,30,1.5,0,0,2019,2,7,16
"419",-3.4,5.6,320,28,0.9,0,0,2019,2,7,17
"420",-4.3,5.9,340,37,0.25,0,0,2019,2,7,18
"421",-5,5.4,360,39,0,0,0,2019,2,7,19
"422",-10.4,2.8,20,45,0.02,8,0,2019,2,8,8
"423",-9.3,2.5,20,41,0.37,1,0,2019,2,8,9
"424",-8.2,3,20,40,0.9,6,0,2019,2,8,10
"425",-6.9,2.8,360,34,1.55,1,0,2019,2,8,11
"426",-5.9,3.3,360,33,1.85,4,0,2019,2,8,12
"427",-5,3.5,340,35,2.08,7,0,2019,2,8,13
"428",-4.5,3.5,340,33,2.03,8,0,2019,2,8,14
"429",-4,3.4,340,40,1.37,6,0,2019,2,8,15
"430",-3.7,3.2,340,39,1.36,3,0,2019,2,8,16
"431",-4.4,3.8,360,36,0.52,4,0,2019,2,8,17
"432",-4.8,2.8,20,34,0.1,8,0,2019,2,8,18
"433",-5.2,3.9,20,35,0,9,7,2019,2,8,19
"434",-7.3,3.7,20,49,0.03,0,0,2019,2,9,8
"435",-6.6,3.8,340,39,0.46,0,0,2019,2,9,9
"436",-5.8,6,360,32,1.13,0,0,2019,2,9,10
"437",-5.3,5.6,340,34,1.7,6,0,2019,2,9,11
