"","Temp","WS","WD","Humi","Solar","Cloud","LowCloud","Year","Month","Day","Time"
"41",3.9,2.7,230,40,1.23,8,0,2019,1,4,15
"42",3,1.6,250,49,0.51,9,9,2019,1,4,16
"43",2.7,1.3,270,61,0.18,9,9,2019,1,4,17
"44",2.3,1.5,250,69,0,6,6,2019,1,4,18
"45",-4.5,3.3,320,46,0,1,0,2019,1,5,8
"46",-4.7,2.9,320,47,0.24,0,0,2019,1,5,9
"47",-4,3.5,320,45,0.81,2,0,2019,1,5,10
"48",-2.8,3.7,320,38,1.27,4,0,2019,1,5,11
"49",-2,3.6,290,34,1.34,4,0,2019,1,5,12
"50",-0.7,2.8,290,30,1.78,1,0,2019,1,5,13
"51",-0.5,2.4,290,25,1.76,0,0,2019,1,5,14
"52",0.6,3.5,270,20,1.44,0,0,2019,1,5,15
"53",0.4,2.7,320,21,0.99,0,0,2019,1,5,16
"54",-0.3,1.9,290,21,0.41,0,0,2019,1,5,17
"55",-1.5,1.6,270,23,0.01,0,0,2019,1,5,18
"56",-5.7,0.7,360,39,0,8,2,2019,1,6,8
"57",-5.2,0.9,320,38,0.15,8,0,2019,1,6,9
"58",-4.2,0.3,0,35,0.43,1,0,2019,1,6,10
"59",-1.3,1.7,250,31,1.16,0,0,2019,1,6,11
"60",0.2,2.2,270,28,1.62,0,0,2019,1,6,12
"61",1.6,1.3,250,21,1.79,0,0,2019,1,6,13
"62",1.8,2.1,270,22,1.7,0,0,2019,1,6,14
"63",2.1,2.8,290,21,1.41,0,0,2019,1,6,15
"64",2.5,1.8,290,22,0.96,0,0,2019,1,6,16
"65",0.8,1.8,290,28,0.41,0,0,2019,1,6,17
"66",-0.9,1.6,290,28,0.01,0,0,2019,1,6,18
"67",-6,0.5,360,52,0,3,0,2019,1,7,8
"68",-5.4,0.9,50,51,0.22,4,0,2019,1,7,9
"69",-2.3,1.6,180,46,0.74,4,0,2019,1,7,10
"70",-0.5,2,320,40,1.14,0,0,2019,1,7,11
"71",0.6,2.8,320,33,1.54,0,0,2019,1,7,12
"72",1.4,2.4,320,31,1.59,5,0,2019,1,7,13
"73",1.7,3.6,320,34,1.39,6,0,2019,1,7,14
"74",2.6,3,290,34,1.16,9,0,2019,1,7,15
"75",2.7,1.9,290,31,0.65,9,0,2019,1,7,16
"76",1.7,1.8,320,29,0.27,7,0,2019,1,7,17
"77",0.6,1.1,290,34,0.01,8,0,2019,1,7,18
"78",-5.6,0.6,290,42,0,0,0,2019,1,8,8
"79",-4.6,2.3,270,40,0.24,0,0,2019,1,8,9
"80",-2.9,2,290,36,0.83,0,0,2019,1,8,10
"81",-2.1,3.3,320,32,1.34,0,0,2019,1,8,11
"82",-0.9,2.7,290,27,1.69,0,0,2019,1,8,12
"83",-0.2,3.2,290,26,1.82,0,0,2019,1,8,13
"84",-0.4,4.9,290,23,1.74,0,0,2019,1,8,14
"85",0.3,3.4,290,20,1.43,0,0,2019,1,8,15
"86",0.2,5.2,290,23,0.97,0,0,2019,1,8,16
"87",-0.8,5,290,21,0.39,2,0,2019,1,8,17
"88",-2,3,290,21,0.01,0,0,2019,1,8,18
"89",-9.3,0.9,20,37,0,3,0,2019,1,9,8
"90",-8.6,1.5,50,35,0.28,4,0,2019,1,9,9
"91",-6.2,1,50,31,0.85,7,0,2019,1,9,10
"92",-3.6,1.2,50,27,1.27,7,0,2019,1,9,11
"93",-2.4,1.6,50,25,1.29,9,0,2019,1,9,12
"94",-1.9,1.4,50,23,1.07,9,0,2019,1,9,13
"95",-0.8,0.8,20,20,1.3,5,0,2019,1,9,14
"96",0.7,1.3,200,19,1.13,6,0,2019,1,9,15
"97",0.8,1.4,320,20,0.87,8,0,2019,1,9,16
"98",-0.4,1.9,320,22,0.39,6,0,2019,1,9,17
"99",-2,1.4,290,24,0.02,5,0,2019,1,9,18
"100",-4.1,0.5,20,32,0,9,9,2019,1,10,8
"101",-3.8,0.6,20,33,0.18,8,8,2019,1,10,9
"102",-2.2,1,340,32,0.48,9,9,2019,1,10,10
"103",-1,0.4,0,32,0.5,9,9,2019,1,10,11
"104",2,1.6,290,36,1.47,4,4,2019,1,10,12
"105",2.2,2.5,230,43,1.12,7,2,2019,1,10,13
"106",1.9,3,290,39,0.61,10,8,2019,1,10,14
"107",2.3,3,290,50,0.7,7,7,2019,1,10,15
"108",2.7,2.7,250,51,0.64,8,8,2019,1,10,16
"109",2.2,1.8,270,54,0.21,9,9,2019,1,10,17
"110",1.5,1.6,290,60,0.01,9,9,2019,1,10,18
"111",-0.3,1.1,20,78,0,8,0,2019,1,11,8
"112",-0.2,1.3,50,75,0.19,0,0,2019,1,11,9
"113",1.1,1.3,70,66,0.63,1,0,2019,1,11,10
"114",2.9,1.3,90,56,1.2,0,0,2019,1,11,11
"115",4.7,1.2,110,47,1.49,0,0,2019,1,11,12
"116",5.9,0.8,270,42,1.64,4,2,2019,1,11,13
"117",6.8,0.9,340,41,1.51,3,0,2019,1,11,14
"118",6.5,0.9,340,43,1.13,7,7,2019,1,11,15
"119",6,0.8,50,43,0.5,6,6,2019,1,11,16
"120",5,1.2,50,45,0.22,7,7,2019,1,11,17
"121",4.3,1.2,340,45,0.02,9,9,2019,1,11,18
"122",1,0.7,360,56,0,8,8,2019,1,12,8
"123",1.3,0.4,0,51,0.17,8,1,2019,1,12,9
"124",2.5,1.5,270,52,0.5,7,7,2019,1,12,10
"125",3.8,1,270,46,0.8,0,0,2019,1,12,11
"126",5.7,1.3,290,37,1.4,0,0,2019,1,12,12
"127",6.8,2,290,35,1.41,8,8,2019,1,12,13
"128",7,2.9,290,35,1.32,6,2,2019,1,12,14
"129",7.8,1.8,290,33,1.28,3,3,2019,1,12,15
"130",6.9,1.7,250,34,0.53,2,2,2019,1,12,16
"131",5.5,2.9,270,42,0.28,1,1,2019,1,12,17
"132",3.8,2.8,290,46,0.02,1,1,2019,1,12,18
"133",-2.9,0.5,360,64,0,0,0,2019,1,13,8
"134",-2.4,0.4,0,56,0.22,0,0,2019,1,13,9
"135",-0.3,1.5,270,51,0.75,0,0,2019,1,13,10
"136",2.5,1.6,270,42,1.23,0,0,2019,1,13,11
"137",4,1.6,290,32,1.57,0,0,2019,1,13,12
"138",6.3,2.3,200,31,1.72,0,0,2019,1,13,13
"139",7,2.4,290,26,1.69,0,0,2019,1,13,14
"140",7.1,3,270,25,1.41,0,0,2019,1,13,15
"141",7.2,1.7,290,26,0.95,0,0,2019,1,13,16
"142",5.7,1.5,290,31,0.39,0,0,2019,1,13,17
"143",4.3,1.3,250,45,0.04,0,0,2019,1,13,18
"144",-2.2,0.5,20,79,0,0,0,2019,1,14,8
"145",-1.7,0.5,360,75,0.17,0,0,2019,1,14,9
"146",-0.4,0.7,200,72,0.29,10,10,2019,1,14,10
"147",1.4,0.7,360,64,0.81,3,3,2019,1,14,11
"148",3.1,1,20,56,1.08,2,2,2019,1,14,12
"149",4.1,1,70,54,1.06,9,0,2019,1,14,13
"150",4.8,1.2,90,53,0.97,10,0,2019,1,14,14
"151",5.2,1.2,160,52,0.88,10,0,2019,1,14,15
"152",4.9,1.3,290,52,0.49,8,0,2019,1,14,16
"153",4.2,1,340,57,0.26,8,0,2019,1,14,17
"154",3.2,1.7,290,62,0.02,6,0,2019,1,14,18
"155",-1.9,0.8,200,79,0,0,0,2019,1,15,8
"156",-1.5,2.2,270,74,0.16,5,3,2019,1,15,9
"157",-0.7,2.9,290,69,0.41,7,7,2019,1,15,10
"158",0.1,2.8,290,62,0.85,3,3,2019,1,15,11
"159",0,4.1,290,64,0.71,8,8,2019,1,15,12
"160",0.4,4,320,61,0.75,7,7,2019,1,15,13
"161",1.6,3,270,49,1.26,6,6,2019,1,15,14
"162",2.6,2.7,270,40,1.32,6,6,2019,1,15,15
"163",1.1,4.3,270,31,0.98,1,1,2019,1,15,16
"164",-1,4.2,290,43,0.46,0,0,2019,1,15,17
"165",-2.8,4.2,290,34,0.03,1,0,2019,1,15,18
"166",-9.8,2.2,290,49,0,6,0,2019,1,16,8
"167",-9.1,2.2,320,46,0.24,7,0,2019,1,16,9
"168",-7.2,1.7,180,41,0.7,9,0,2019,1,16,10
"169",-5.3,1.8,270,34,1.27,9,0,2019,1,16,11
"170",-4.6,2.9,270,32,1.24,6,0,2019,1,16,12
"171",-4,3.2,290,28,1.87,1,0,2019,1,16,13
"172",-2.7,2.9,320,19,1.84,0,0,2019,1,16,14
"173",-1.9,2.6,290,21,1.56,0,0,2019,1,16,15
"174",-1.7,2.6,320,25,1.1,0,0,2019,1,16,16
"175",-1.9,1.5,270,29,0.5,1,0,2019,1,16,17
"176",-3.2,1.7,270,33,0.04,3,3,2019,1,16,18
"177",-3.1,0.8,320,74,0,0,0,2019,1,17,8
"178",-2.3,1.9,290,66,0.24,0,0,2019,1,17,9
"179",-0.7,2.9,290,56,0.83,0,0,2019,1,17,10
"180",0.7,3,290,39,1.39,0,0,2019,1,17,11
"181",1.8,2.8,320,27,1.7,0,0,2019,1,17,12
"182",2.4,4.4,320,21,1.91,0,0,2019,1,17,13
"183",3.2,4.5,340,19,1.83,0,0,2019,1,17,14
"184",3.3,4.3,320,20,1.55,0,0,2019,1,17,15
"185",4,3.4,270,20,1.07,0,0,2019,1,17,16
"186",3,3.8,270,22,0.5,0,0,2019,1,17,17
"187",1.6,2.9,270,27,0.05,0,0,2019,1,17,18
"188",-4.6,0.8,340,44,0,0,0,2019,1,18,8
"189",-3.9,0.4,0,39,0.27,0,0,2019,1,18,9
"190",-1.4,1.3,20,35,0.89,0,0,2019,1,18,10
"191",1.8,0.7,290,30,1.38,0,0,2019,1,18,11
"192",4.3,1.7,180,26,1.71,0,0,2019,1,18,12
"193",5.3,2.9,200,23,1.79,3,3,2019,1,18,13
"194",6.1,1.9,270,31,1.71,0,0,2019,1,18,14
"195",6.5,2.7,270,33,1.38,0,0,2019,1,18,15
"196",5.8,3.1,290,37,0.91,1,0,2019,1,18,16
"197",4.5,2.4,270,45,0.34,6,0,2019,1,18,17
"198",3,1.6,290,51,0.02,7,0,2019,1,18,18
"199",0.6,1,50,62,0,9,7,2019,1,19,8
"200",1.4,1,50,58,0.17,9,9,2019,1,19,9
"201",2.7,1.1,70,53,0.53,9,9,2019,1,19,10
"202",3.6,1.3,50,52,0.5,9,9,2019,1,19,11
"203",5,1.4,70,50,0.78,9,9,2019,1,19,12
"204",6.3,0.7,140,51,0.86,9,9,2019,1,19,13
"205",7.6,2,230,51,1.27,8,4,2019,1,19,14
"206",8.1,1.7,200,48,1.13,8,8,2019,1,19,15
"207",7.7,0.8,20,47,0.49,6,6,2019,1,19,16
"208",7.7,1.2,270,48,0.51,4,4,2019,1,19,17
"209",5.9,1.1,290,57,0.03,3,3,2019,1,19,18
"210",-2.4,3.6,270,50,0,0,0,2019,1,20,8
"211",-2.4,5.3,320,38,0.27,0,0,2019,1,20,9
"212",-1.6,4.1,290,34,0.93,0,0,2019,1,20,10
"213",-0.6,3,290,30,1.45,0,0,2019,1,20,11
"214",-0.4,4.4,290,28,1.77,0,0,2019,1,20,12
"215",0.7,4.6,270,26,1.94,0,0,2019,1,20,13
"216",1.1,3.8,290,24,1.84,0,0,2019,1,20,14
"217",1.5,3.1,290,20,1.6,0,0,2019,1,20,15
"218",1,4.6,290,20,1.13,0,0,2019,1,20,16
"219",0.1,4,290,21,0.56,0,0,2019,1,20,17
"220",-1.4,2.9,290,24,0.07,0,0,2019,1,20,18
"221",-6.5,1.2,50,54,0,0,0,2019,1,21,8
"222",-5.2,0.9,20,49,0.18,8,8,2019,1,21,9
"223",-3.2,0.9,50,47,0.39,9,9,2019,1,21,10
"224",-1.4,0.6,20,44,0.52,9,9,2019,1,21,11
"225",0.4,1.9,230,57,0.42,9,9,2019,1,21,12
"226",0.2,2,200,77,0.22,9,9,2019,1,21,13
"227",1.9,2.7,230,66,0.35,9,9,2019,1,21,14
"228",3,3.2,250,62,0.21,9,9,2019,1,21,15
"229",3.9,4.2,250,58,0.4,8,8,2019,1,21,16
"230",3.8,3.5,230,62,0.32,8,8,2019,1,21,17
"231",3.4,2.2,230,64,0.06,7,7,2019,1,21,18
"232",-3.2,0.9,20,77,0,0,0,2019,1,22,8
"233",-2.4,1.5,50,69,0.28,0,0,2019,1,22,9
"234",-0.2,1.1,20,60,0.86,0,0,2019,1,22,10
"235",3,1.4,160,62,1.18,6,6,2019,1,22,11
"236",5.9,2.1,230,52,1.66,4,4,2019,1,22,12
"237",6.4,3.9,200,45,1.72,2,2,2019,1,22,13
"238",6.6,3.5,250,46,1.64,6,6,2019,1,22,14
"239",6.4,2.6,250,46,1.08,5,5,2019,1,22,15
"240",6.6,3.5,230,46,0.95,2,2,2019,1,22,16
"241",5.4,2.6,250,50,0.43,0,0,2019,1,22,17
"242",4.3,2.6,270,52,0.05,0,0,2019,1,22,18
"243",-0.6,1,290,88,0,0,0,2019,1,23,8
"244",-0.1,0.8,270,85,0.24,0,0,2019,1,23,9
"245",2,1.3,270,75,0.71,0,0,2019,1,23,10
"246",4.1,2.7,270,62,1.24,0,0,2019,1,23,11
"247",4.8,3.9,290,40,1.68,0,0,2019,1,23,12
"248",5.9,3.3,290,26,1.86,0,0,2019,1,23,13
"249",6.7,3.7,320,22,1.82,0,0,2019,1,23,14
"250",6.9,4.1,270,22,1.55,0,0,2019,1,23,15
"251",6.8,3.2,290,22,1.12,0,0,2019,1,23,16
"252",5.8,2.8,290,20,0.56,0,0,2019,1,23,17
"253",4,3.7,290,18,0.07,0,0,2019,1,23,18
"254",-4.5,1.7,270,43,0.01,0,0,2019,1,24,8
"255",-3.8,0.4,0,34,0.29,0,0,2019,1,24,9
"256",-0.7,0.8,230,31,0.91,2,0,2019,1,24,10
"257",2.2,1.8,180,23,1.43,0,0,2019,1,24,11
"258",4,1.7,200,20,1.77,0,0,2019,1,24,12
"259",5.4,2.9,180,17,1.96,0,0,2019,1,24,13
"260",5.6,2.4,270,14,1.91,0,0,2019,1,24,14
"261",6.2,3,200,15,1.63,0,0,2019,1,24,15
"262",5.9,3.2,270,13,1.16,0,0,2019,1,24,16
"263",4.7,2.9,270,19,0.55,5,0,2019,1,24,17
"264",2.8,1.5,290,28,0.09,7,0,2019,1,24,18
"265",-3.6,1.5,290,32,0.01,1,0,2019,1,25,8
"266",-3.1,1.5,290,30,0.24,1,0,2019,1,25,9
"267",-0.9,2.7,320,26,0.88,1,0,2019,1,25,10
"268",0.6,3,290,26,1.46,1,0,2019,1,25,11
"269",1.2,3.6,290,25,1.81,1,0,2019,1,25,12
"270",1.2,4.9,320,24,1.94,0,0,2019,1,25,13
"271",2.2,3.8,290,22,1.91,0,0,2019,1,25,14
"272",2.4,3.8,290,20,1.59,0,0,2019,1,25,15
"273",1.6,3.7,320,19,1.12,0,0,2019,1,25,16
"274",0.9,3.8,320,19,0.53,0,0,2019,1,25,17
"275",-0.5,2.3,290,23,0.07,0,0,2019,1,25,18
"276",-6.3,2.7,290,36,0.01,0,0,2019,1,26,8
"277",-5.7,2.8,340,32,0.32,0,0,2019,1,26,9
"278",-4.6,2.1,340,30,1,0,0,2019,1,26,10
"279",-1.8,1.5,270,25,1.54,0,0,2019,1,26,11
"280",-0.2,2.8,270,25,1.86,0,0,2019,1,26,12
"281",-0.5,2.5,340,25,2.03,0,0,2019,1,26,13
"282",0.4,2.7,320,24,1.96,0,0,2019,1,26,14
"283",1.7,1.6,320,20,1.69,0,0,2019,1,26,15
"284",1.3,3.4,320,23,1.2,0,0,2019,1,26,16
"285",1.5,2.7,270,24,0.6,0,0,2019,1,26,17
"286",0,2.7,270,27,0.08,0,0,2019,1,26,18
"287",-6.6,1.1,20,56,0.01,0,0,2019,1,27,8
"288",-5.7,1.2,20,48,0.32,0,0,2019,1,27,9
"289",-2.5,1.2,70,41,0.97,1,0,2019,1,27,10
"290",0.8,1.1,140,35,1.48,0,0,2019,1,27,11
"291",3.2,2.7,180,30,1.84,0,0,2019,1,27,12
"292",4.2,2.9,230,32,1.93,7,0,2019,1,27,13
"293",4.5,2.9,230,37,1.42,7,0,2019,1,27,14
"294",4.7,2.5,270,43,1.29,6,0,2019,1,27,15
"295",4,2.5,230,48,0.67,8,1,2019,1,27,16
"296",3.1,2.1,200,56,0.32,8,8,2019,1,27,17
"297",2.8,2,230,59,0.06,8,8,2019,1,27,18
"298",1,3.7,290,69,0,2,2,2019,1,28,8
"299",0.4,3,290,54,0.25,0,0,2019,1,28,9
"300",0.8,5.6,290,30,0.89,0,0,2019,1,28,10
"301",1.5,5.2,320,24,1.47,0,0,2019,1,28,11
"302",2.2,5.1,290,21,1.81,0,0,2019,1,28,12
"303",2.8,4.5,320,21,1.98,0,0,2019,1,28,13
"304",3.4,4.3,290,20,1.89,0,0,2019,1,28,14
"305",4.2,3.8,290,18,1.62,0,0,2019,1,28,15
"306",3.8,4.4,320,18,1.16,0,0,2019,1,28,16
"307",2.8,4,290,18,0.59,0,0,2019,1,28,17
"308",1.6,3.3,290,22,0.1,0,0,2019,1,28,18
"309",-5.6,1,50,43,0.01,1,0,2019,1,29,8
"310",-4.5,1.1,70,36,0.33,0,0,2019,1,29,9
"311",-1.3,0.9,140,29,1,1,0,2019,1,29,10
"312",1.5,0.9,180,26,1.51,1,0,2019,1,29,11
"313",3.5,1.4,230,24,1.84,2,0,2019,1,29,12
"314",4.1,2.1,340,23,2,1,0,2019,1,29,13
"315",6.1,1.4,250,19,1.9,4,0,2019,1,29,14
"316",6.6,1.6,290,20,1.5,1,0,2019,1,29,15
"317",6.7,1.6,200,18,1.16,0,0,2019,1,29,16
"318",5.5,2.5,290,23,0.54,1,0,2019,1,29,17
"319",2.8,2.6,290,34,0.08,0,0,2019,1,29,18
"320",-2.7,0.8,20,52,0.01,0,0,2019,1,30,8
"321",-1.6,0.5,20,45,0.28,0,0,2019,1,30,9
"322",0.8,0.5,50,40,0.85,1,0,2019,1,30,10
"323",3.9,1.9,180,41,1.29,9,1,2019,1,30,11
"324",4.3,2.3,320,47,1.16,8,1,2019,1,30,12
"325",5.8,1.4,290,43,1.54,6,1,2019,1,30,13
"326",6.2,2.8,320,44,1.45,8,0,2019,1,30,14
"327",6.3,3.3,320,41,1.27,9,0,2019,1,30,15
"328",6.4,2.5,290,40,0.82,3,0,2019,1,30,16
"329",5.3,2.9,270,55,0.4,3,0,2019,1,30,17
"330",4,2.2,270,63,0.06,8,3,2019,1,30,18
"331",-1.6,3.1,290,29,0,10,10,2019,1,31,8
"332",-1.7,2.7,290,27,0.06,10,10,2019,1,31,9
"333",-1.7,3.2,290,25,0.17,10,10,2019,1,31,10
"334",-1.7,2.9,290,23,0.38,10,10,2019,1,31,11
"335",-1.7,3.3,320,23,0.46,10,10,2019,1,31,12
"336",-1.4,2.7,290,22,0.61,9,6,2019,1,31,13
"337",-0.6,2.5,290,20,1.21,7,0,2019,1,31,14
"338",0.5,2.3,290,18,1.38,9,0,2019,1,31,15
"339",-0.1,3,270,18,1.02,8,0,2019,1,31,16
"340",-1.1,3,270,20,0.6,8,0,2019,1,31,17
"341",-2.6,3.8,270,19,0.08,5,0,2019,1,31,18
"342",-6.9,0.7,320,48,0.01,0,0,2019,2,1,8
"343",-6,0.4,0,40,0.38,0,0,2019,2,1,9
"344",-2.4,1.4,180,33,1.06,0,0,2019,2,1,10
"345",-0.1,1.6,270,29,1.56,0,0,2019,2,1,11
"346",1.1,3.6,270,33,1.88,0,0,2019,2,1,12
"347",2.4,4,290,35,2.04,7,7,2019,2,1,13
"348",1.8,3.8,270,42,1.29,7,7,2019,2,1,14
"349",1.9,3.7,270,44,0.8,8,8,2019,2,1,15
"350",1.5,3.1,270,50,0.4,9,9,2019,2,1,16
"351",1.5,2.8,250,54,0.24,9,9,2019,2,1,17
"352",1.2,2,230,62,0.05,9,9,2019,2,1,18
"353",-1.3,1.2,70,67,0,9,9,2019,2,2,8
"354",-0.9,1.2,70,65,0.06,9,9,2019,2,2,9
"355",-0.3,1.3,70,63,0.2,9,9,2019,2,2,10
"356",0.4,1,70,61,0.31,10,10,2019,2,2,11
"357",1.5,1.5,70,59,0.53,10,10,2019,2,2,12
"358",2.8,1.1,70,55,0.67,9,9,2019,2,2,13
"359",3.7,1.1,70,53,0.65,10,10,2019,2,2,14
"360",4.5,1,70,51,0.66,9,9,2019,2,2,15
"361",5.7,1.5,90,47,0.83,0,0,2019,2,2,16
"362",5.7,0.9,70,49,0.51,2,0,2019,2,2,17
"363",3.9,1.1,50,57,0.06,4,2,2019,2,2,18
"364",2.9,1.4,90,95,0,10,9,2019,2,3,8
"365",3.2,1.4,90,95,0,10,9,2019,2,3,9
"366",3.7,1.2,90,96,0.05,10,9,2019,2,3,10
"367",4,1.1,90,96,0.05,10,9,2019,2,3,11
"368",4.4,0.6,110,96,0.07,10,9,2019,2,3,12
"369",4.5,0.5,70,96,0.08,10,9,2019,2,3,13
"370",4.7,0.2,0,97,0.07,10,9,2019,2,3,14
"371",4.9,0.4,0,97,0.1,10,4,2019,2,3,15
"372",4.7,1.1,290,97,0.07,10,7,2019,2,3,16
"373",4.1,2.5,290,97,0.03,10,9,2019,2,3,17
"374",3.9,2.1,290,97,0.02,10,9,2019,2,3,18
"375",-3.1,1.2,320,49,0.02,0,0,2019,2,4,8
"376",-2.8,2.1,290,47,0.38,0,0,2019,2,4,9
"377",-1.7,2.4,320,43,1.04,0,0,2019,2,4,10
"378",-0.3,2.2,290,34,1.59,0,0,2019,2,4,11
"379",1.1,3.3,290,26,1.98,0,0,2019,2,4,12
"380",1.7,2.7,320,23,2.16,1,0,2019,2,4,13
"381",2.5,2.7,320,19,2.13,7,0,2019,2,4,14
"382",2.6,2.9,250,21,1.62,7,0,2019,2,4,15
"383",2.5,1.7,320,19,1.19,8,0,2019,2,4,16
"384",1.9,1.9,320,28,0.53,7,0,2019,2,4,17
"385",0.6,2.5,320,33,0.1,8,0,2019,2,4,18
"386",-2.1,1.1,70,45,0.02,0,0,2019,2,5,8
"387",-1.2,1.3,90,44,0.33,0,0,2019,2,5,9
"388",1,1.3,50,39,0.91,0,0,2019,2,5,10
"389",3.4,1.3,110,34,1.48,0,0,2019,2,5,11
"390",5.9,1,140,28,1.87,0,0,2019,2,5,12
"391",7,1.5,70,24,2.05,5,0,2019,2,5,13
"392",9.3,1.1,230,18,1.91,7,0,2019,2,5,14
"393",10.1,2.3,200,19,1.65,7,0,2019,2,5,15
"394",9.2,2.2,270,17,0.99,8,0,2019,2,5,16
"395",8.7,1.2,250,18,0.49,8,0,2019,2,5,17
"396",7.6,0.7,230,22,0.11,5,0,2019,2,5,18
"397",6,0,0,28,0,6,0,2019,2,5,19
"398",0.2,1.3,90,46,0.01,0,0,2019,2,6,8
"399",1.5,1,90,38,0.38,3,0,2019,2,6,9
"400",3.2,1.1,50,38,0.51,9,9,2019,2,6,10
"401",4.9,0.8,20,36,0.77,9,9,2019,2,6,11
"402",7.5,0.8,360,34,1.49,9,9,2019,2,6,12
"403",8.9,1.1,200,46,1.24,8,8,2019,2,6,13
"404",9.3,1.7,250,47,0.89,8,8,2019,2,6,14
"405",9.2,2.6,200,52,0.67,9,7,2019,2,6,15
"406",9.1,2.1,250,52,0.64,9,7,2019,2,6,16
"407",8.7,1.6,230,52,0.23,10,6,2019,2,6,17
"408",8.1,1.6,200,53,0.04,10,4,2019,2,6,18
"409",7.9,1.8,230,56,0,10,8,2019,2,6,19
"410",-0.8,4.3,290,69,0,8,8,2019,2,7,8
"411",-1.3,2.7,290,62,0.21,3,0,2019,2,7,9
"412",-0.9,3.8,290,45,0.89,0,0,2019,2,7,10
"413",-1.6,5,320,41,1.53,2,0,2019,2,7,11
"414",-1.2,4.6,320,29,1.64,4,0,2019,2,7,12
"415",-0.7,4.3,290,26,2.12,2,0,2019,2,7,13
"416",-0.7,4.5,290,21,2.21,0,0,2019,2,7,14
"417",-1.2,4.3,320,20,1.97,0,0,2019,2,7,15
"418",-1.7,4.2,290,20,1.48,0,0,2019,2,7,16
"419",-2.2,3.6,290,22,0.85,0,0,2019,2,7,17
"420",-3.9,3.2,290,23,0.19,0,0,2019,2,7,18
"421",-4.8,3.8,290,31,0,0,0,2019,2,7,19
"422",-10.1,1.7,290,40,0.02,8,0,2019,2,8,8
"423",-9.5,1.1,50,34,0.38,1,0,2019,2,8,9
"424",-7.1,1.5,50,31,1.01,4,0,2019,2,8,10
"425",-5.3,0.9,20,26,1.58,1,0,2019,2,8,11
"426",-3.9,2,320,26,1.97,6,0,2019,2,8,12
"427",-2.6,1.7,320,23,1.96,7,0,2019,2,8,13
"428",-1.5,1.9,270,20,1.72,8,0,2019,2,8,14
"429",-1.9,2.8,270,23,1.38,7,0,2019,2,8,15
"430",-2,2.9,320,23,1.31,3,0,2019,2,8,16
"431",-2.5,2.7,290,24,0.65,3,0,2019,2,8,17
"432",-3.9,2.2,290,29,0.1,6,0,2019,2,8,18
"433",-4.7,3.6,270,33,0,8,5,2019,2,8,19
"434",-8.5,1.8,360,44,0.02,0,0,2019,2,9,8
"435",-8,1.4,320,36,0.49,0,0,2019,2,9,9
"436",-6.4,3.2,320,34,1.19,0,0,2019,2,9,10
