"","Temp","WS","WD","Humi","Solar","Cloud","LowCloud","Year","Month","Day","Time"
"44",5.9,2.3,290,32,0,9,9,2019,1,4,18
"45",3.6,2.9,110,53,0,10,10,2019,1,5,8
"46",4.3,2.8,320,49,0.28,9,9,2019,1,5,9
"47",4.9,2.9,140,46,0.57,9,9,2019,1,5,10
"48",6,2.4,320,37,1.1,9,9,2019,1,5,11
"49",8,3.3,360,33,1.92,8,6,2019,1,5,12
"50",8.5,2.5,160,30,1.46,6,6,2019,1,5,13
"51",8.8,4.3,290,30,1.81,0,0,2019,1,5,14
"52",10.5,4,290,18,1.57,0,0,2019,1,5,15
"53",9.8,3.5,340,18,1.09,0,0,2019,1,5,16
"54",8.6,2.8,290,19,0.44,0,0,2019,1,5,17
"55",6.8,2.1,340,18,0.01,0,0,2019,1,5,18
"56",1.4,1.2,340,40,0.02,8,5,2019,1,6,8
"57",2.6,0.8,250,39,0.24,9,5,2019,1,6,9
"58",3.8,0.5,290,40,0.47,8,0,2019,1,6,10
"59",7.3,1.1,180,35,1.31,0,0,2019,1,6,11
"60",6.3,3.5,340,36,1.88,0,0,2019,1,6,12
"61",9.2,2.5,290,35,2.06,0,0,2019,1,6,13
"62",9.4,2.4,340,34,1.95,0,0,2019,1,6,14
"63",9.7,2.8,290,31,1.59,0,0,2019,1,6,15
"64",9.5,2.8,290,27,1.11,0,0,2019,1,6,16
"65",7.6,2.9,340,25,0.44,0,0,2019,1,6,17
"66",6,4.1,340,24,0.01,0,0,2019,1,6,18
"67",1.2,3.7,290,23,0.03,4,0,2019,1,7,8
"68",3.3,1.6,200,19,0.42,2,0,2019,1,7,9
"69",4.7,2.8,250,17,1.03,2,0,2019,1,7,10
"70",5.5,2,230,18,1.49,0,0,2019,1,7,11
"71",7.1,2.7,160,16,1.82,0,0,2019,1,7,12
"72",7.5,2.8,180,17,1.86,0,0,2019,1,7,13
"73",7.7,4.6,270,18,1.8,0,0,2019,1,7,14
"74",9.1,2.3,250,18,1.48,0,0,2019,1,7,15
"75",8.5,3.9,270,18,1.03,3,0,2019,1,7,16
"76",6.8,3.4,320,21,0.4,5,0,2019,1,7,17
"77",5.8,3.3,340,23,0.02,6,0,2019,1,7,18
"78",1.3,3.4,290,49,0.03,7,0,2019,1,8,8
"79",2,4.1,290,48,0.38,0,0,2019,1,8,9
"80",3.5,3.4,270,45,1.05,0,0,2019,1,8,10
"81",5.3,2.9,340,36,1.56,0,0,2019,1,8,11
"82",5.6,4.1,270,33,1.9,0,0,2019,1,8,12
"83",7.3,2.3,50,30,2.04,0,0,2019,1,8,13
"84",7.8,3.2,20,27,1.96,0,0,2019,1,8,14
"85",7.6,3.3,320,28,1.44,7,0,2019,1,8,15
"86",7.4,2.4,340,30,1.04,6,0,2019,1,8,16
"87",6.5,2.4,340,31,0.48,6,0,2019,1,8,17
"88",5.5,3.5,290,32,0.02,6,0,2019,1,8,18
"89",-1.9,0.9,360,39,0.03,7,0,2019,1,9,8
"90",-0.1,1.4,320,37,0.48,7,0,2019,1,9,9
"91",2.6,2.7,70,37,1.05,3,0,2019,1,9,10
"92",5.4,2.1,70,36,1.58,0,0,2019,1,9,11
"93",6.9,2.6,20,35,1.99,1,0,2019,1,9,12
"94",4.8,3.5,340,33,1.84,7,0,2019,1,9,13
"95",4.8,4.1,340,33,1.17,8,6,2019,1,9,14
"96",5.3,2.8,340,33,1.15,8,1,2019,1,9,15
"97",4.7,2.8,340,35,0.56,7,1,2019,1,9,16
"98",4.7,2.3,340,37,0.35,4,0,2019,1,9,17
"99",3.4,2.2,340,36,0.02,3,0,2019,1,9,18
"100",3.1,1.6,230,27,0,10,10,2019,1,10,8
"101",3.8,2.4,270,25,0.18,10,10,2019,1,10,9
"102",4,1.9,360,26,0.53,7,7,2019,1,10,10
"103",5.3,2.3,250,22,0.93,8,8,2019,1,10,11
"104",7,3.9,290,18,1.8,4,4,2019,1,10,12
"105",7.5,4,270,21,2.09,0,0,2019,1,10,13
"106",7.9,4.3,290,24,1.93,0,0,2019,1,10,14
"107",8.6,4,290,26,1.63,0,0,2019,1,10,15
"108",8.6,4,290,29,1.11,0,0,2019,1,10,16
"109",7.8,3,320,32,0.49,0,0,2019,1,10,17
"110",5.8,2.4,320,38,0.02,0,0,2019,1,10,18
"111",0.9,1,340,55,0.03,6,0,2019,1,11,8
"112",3.1,0.8,340,51,0.4,5,0,2019,1,11,9
"113",4.5,1.1,320,48,0.74,8,0,2019,1,11,10
"114",6,1,180,45,0.99,7,5,2019,1,11,11
"115",9.5,1.2,180,38,1.67,4,0,2019,1,11,12
"116",12.2,1.7,50,39,1.9,3,0,2019,1,11,13
"117",11.1,1.7,110,46,1.54,3,0,2019,1,11,14
"118",11.2,1.8,90,51,0.97,1,0,2019,1,11,15
"119",10.7,2.8,90,57,0.98,4,4,2019,1,11,16
"120",10,1.8,50,59,0.44,5,1,2019,1,11,17
"121",8.1,2,50,64,0.02,3,0,2019,1,11,18
"122",5.1,1.7,340,89,0,10,8,2019,1,12,8
"123",5,3.2,340,90,0.05,10,8,2019,1,12,9
"124",5.3,1.5,360,91,0.14,10,8,2019,1,12,10
"125",5.5,2.5,340,89,0.26,10,8,2019,1,12,11
"126",7.4,0.6,360,87,0.63,10,3,2019,1,12,12
"127",6.9,4.2,340,84,1.06,10,3,2019,1,12,13
"128",6.3,4.7,320,85,0.83,10,5,2019,1,12,14
"129",6.3,4.4,290,84,0.5,10,5,2019,1,12,15
"130",6.2,4.6,340,82,0.24,10,5,2019,1,12,16
"131",6.4,4.9,340,80,0.16,8,8,2019,1,12,17
"132",6.2,4.2,360,79,0.02,5,5,2019,1,12,18
"133",3.7,2.1,340,64,0.02,0,0,2019,1,13,8
"134",4.7,1.5,360,61,0.27,7,7,2019,1,13,9
"135",6.7,1.3,320,57,0.78,8,8,2019,1,13,10
"136",7.3,3.9,360,54,1.65,8,8,2019,1,13,11
"137",8.8,2,320,51,1.57,7,7,2019,1,13,12
"138",10.4,1.9,360,47,1.54,8,8,2019,1,13,13
"139",10.9,1.6,320,44,1.38,7,7,2019,1,13,14
"140",12.3,1.4,50,42,1.59,6,6,2019,1,13,15
"141",10.6,2.4,290,47,0.94,6,6,2019,1,13,16
"142",10,1.4,320,47,0.25,6,6,2019,1,13,17
"143",8.8,1.6,320,48,0.04,1,1,2019,1,13,18
"144",2.8,0.7,140,59,0.02,0,0,2019,1,14,8
"145",5.9,0.6,160,51,0.45,0,0,2019,1,14,9
"146",8,1,200,45,1.09,0,0,2019,1,14,10
"147",11.2,1.3,140,39,1.64,0,0,2019,1,14,11
"148",11.2,2.1,270,36,2.01,0,0,2019,1,14,12
"149",12.2,0.3,0,34,2.19,4,0,2019,1,14,13
"150",13.3,2,160,33,1.98,0,0,2019,1,14,14
"151",11.7,3.5,200,36,1.55,4,0,2019,1,14,15
"152",10.6,3.5,180,35,1.18,7,0,2019,1,14,16
"153",9.5,2.4,200,35,0.33,6,0,2019,1,14,17
"154",8.7,1.6,230,36,0.02,8,0,2019,1,14,18
"155",2.6,1.5,270,52,0,6,0,2019,1,15,8
"156",4.2,0.7,290,48,0.33,2,0,2019,1,15,9
"157",5.7,1.8,160,49,0.84,0,0,2019,1,15,10
"158",6.5,3.2,340,50,1.37,0,0,2019,1,15,11
"159",7.8,2.2,270,45,1.75,0,0,2019,1,15,12
"160",8.7,3.9,290,39,1.96,0,0,2019,1,15,13
"161",10,3.6,270,34,1.82,0,0,2019,1,15,14
"162",9.3,4.6,230,36,1.32,7,0,2019,1,15,15
"163",9,5.5,250,36,0.88,7,0,2019,1,15,16
"164",8.4,4.5,270,38,0.49,7,0,2019,1,15,17
"165",7.3,4.4,290,30,0.03,7,0,2019,1,15,18
"166",-4.3,5.9,320,44,0.03,0,0,2019,1,16,8
"167",-3.5,6,340,43,0.48,0,0,2019,1,16,9
"168",-2.1,5.8,340,34,1.15,0,0,2019,1,16,10
"169",-0.3,5.2,360,30,1.72,0,0,2019,1,16,11
"170",1.4,4.5,340,26,2.12,0,0,2019,1,16,12
"171",2.9,2.6,320,23,2.3,0,0,2019,1,16,13
"172",4.1,2.2,320,21,2.19,0,0,2019,1,16,14
"173",4.9,3.5,320,18,1.84,0,0,2019,1,16,15
"174",5,3.5,270,17,1.29,0,0,2019,1,16,16
"175",4.7,3.1,290,18,0.61,0,0,2019,1,16,17
"176",2.6,1.6,360,16,0.04,0,0,2019,1,16,18
"177",-0.8,1.5,110,51,0.03,0,0,2019,1,17,8
"178",0.9,3.3,270,48,0.49,0,0,2019,1,17,9
"179",2.3,3.1,250,46,1.16,0,0,2019,1,17,10
"180",2.8,6,290,45,1.69,0,0,2019,1,17,11
"181",4,4.5,320,42,2.07,0,0,2019,1,17,12
"182",5.2,5.7,290,38,2.21,0,0,2019,1,17,13
"183",5.8,4.3,290,37,2.09,0,0,2019,1,17,14
"184",7,4,290,34,1.74,0,0,2019,1,17,15
"185",7.1,4.4,290,34,1.24,4,0,2019,1,17,16
"186",6.9,3.3,250,36,0.62,4,0,2019,1,17,17
"187",5,4.4,340,38,0.07,7,0,2019,1,17,18
"188",2.1,2.9,70,28,0.03,0,0,2019,1,18,8
"189",3.4,6,360,25,0.53,0,0,2019,1,18,9
"190",4.3,4.6,340,28,1.18,0,0,2019,1,18,10
"191",5.3,3.9,340,30,1.75,0,0,2019,1,18,11
"192",7.8,1.9,290,28,2.08,0,0,2019,1,18,12
"193",7.9,4.2,360,27,2.25,0,0,2019,1,18,13
"194",9.9,1.7,290,24,2.15,0,0,2019,1,18,14
"195",10.1,4.4,290,25,1.82,0,0,2019,1,18,15
"196",9.8,4.1,250,28,1.24,0,0,2019,1,18,16
"197",10.2,1.4,270,27,0.61,1,0,2019,1,18,17
"198",7.5,2.7,250,32,0.06,3,0,2019,1,18,18
"199",5.3,1.8,340,37,0.02,8,8,2019,1,19,8
"200",5.8,1.6,290,38,0.32,7,7,2019,1,19,9
"201",8.6,2.8,270,34,1.12,7,0,2019,1,19,10
"202",10.2,4.2,290,29,1.7,0,0,2019,1,19,11
"203",10.9,5.1,250,27,2.08,1,0,2019,1,19,12
"204",12,5.2,270,28,2.19,1,1,2019,1,19,13
"205",10.6,5,250,32,1.56,10,4,2019,1,19,14
"206",9.9,3.8,230,42,0.29,10,9,2019,1,19,15
"207",9.5,1.2,230,56,0.26,10,4,2019,1,19,16
"208",9.7,3.6,250,53,0.08,10,7,2019,1,19,17
"209",9.6,3,290,54,0,10,9,2019,1,19,18
"210",4.1,2,340,66,0.02,0,0,2019,1,20,8
"211",5.7,2.8,140,63,0.4,0,0,2019,1,20,9
"212",6.1,4.5,270,63,1.01,0,0,2019,1,20,10
"213",7.6,4.5,270,55,1.6,0,0,2019,1,20,11
"214",8.3,5.1,290,42,2,0,0,2019,1,20,12
"215",9.5,4.1,320,34,2.19,0,0,2019,1,20,13
"216",10,3.9,340,31,2.09,0,0,2019,1,20,14
"217",10.2,4.3,360,31,1.73,0,0,2019,1,20,15
"218",9.7,2.8,340,27,1.21,0,0,2019,1,20,16
"219",8.5,3.7,270,25,0.57,0,0,2019,1,20,17
"220",6.4,1.8,360,25,0.06,0,0,2019,1,20,18
"221",-1.7,2.4,270,35,0.03,0,0,2019,1,21,8
"222",-0.9,3.6,290,35,0.54,0,0,2019,1,21,9
"223",0.8,3.5,270,33,1.21,0,0,2019,1,21,10
"224",2,3.9,270,33,1.8,0,0,2019,1,21,11
"225",3.7,4,290,32,2.17,0,0,2019,1,21,12
"226",5.4,3.6,270,31,2.31,0,0,2019,1,21,13
"227",6.2,5,250,35,2.21,0,0,2019,1,21,14
"228",7.3,3.5,270,35,1.87,0,0,2019,1,21,15
"229",7.1,5.7,250,33,1.32,0,0,2019,1,21,16
"230",7.5,4.1,270,34,0.66,0,0,2019,1,21,17
"231",5.9,5.2,290,38,0.06,0,0,2019,1,21,18
"232",1.2,0,0,57,0.03,0,0,2019,1,22,8
"233",3,0.1,0,51,0.51,0,0,2019,1,22,9
"234",5,0.1,0,45,1.17,0,0,2019,1,22,10
"235",6.4,2.1,20,40,1.75,0,0,2019,1,22,11
"236",9.3,1.6,110,30,2.18,0,0,2019,1,22,12
"237",9.9,1.3,320,31,2.32,0,0,2019,1,22,13
"238",9.2,5,250,35,2.2,0,0,2019,1,22,14
"239",10.1,4.5,250,34,1.87,0,0,2019,1,22,15
"240",9.6,4.5,200,41,1.31,0,0,2019,1,22,16
"241",8.7,4.5,250,45,0.63,0,0,2019,1,22,17
"242",7.3,4.1,250,43,0.08,0,0,2019,1,22,18
"243",2.9,3,290,61,0.03,0,0,2019,1,23,8
"244",4.6,5.7,270,63,0.45,0,0,2019,1,23,9
"245",6.6,3.6,270,50,1.12,0,0,2019,1,23,10
"246",7.8,3.4,250,44,1.69,0,0,2019,1,23,11
"247",8.4,4.5,250,43,2.02,0,0,2019,1,23,12
"248",9.1,5.4,250,42,2.1,0,0,2019,1,23,13
"249",9.8,5.3,250,39,1.98,0,0,2019,1,23,14
"250",10.5,4.7,250,35,1.68,0,0,2019,1,23,15
"251",10.5,5.6,270,34,1.17,0,0,2019,1,23,16
"252",10.1,3.8,250,36,0.53,0,0,2019,1,23,17
"253",9.1,3.2,250,39,0.06,0,0,2019,1,23,18
"254",1.8,0,0,37,0.03,0,0,2019,1,24,8
"255",3.2,2.1,360,35,0.47,0,0,2019,1,24,9
"256",5.3,2.6,340,32,1.12,0,0,2019,1,24,10
"257",6.7,3,320,31,1.69,0,0,2019,1,24,11
"258",8.2,3.1,340,31,2.07,0,0,2019,1,24,12
"259",10.3,2.5,270,29,2.24,0,0,2019,1,24,13
"260",11,2.4,230,29,2.15,0,0,2019,1,24,14
"261",10.5,3.5,200,36,1.78,0,0,2019,1,24,15
"262",10.2,3.9,180,30,1.27,0,0,2019,1,24,16
"263",9.5,3,200,35,0.63,0,0,2019,1,24,17
"264",7.7,2.8,250,36,0.09,0,0,2019,1,24,18
"265",2.9,2.9,340,20,0.01,8,4,2019,1,25,8
"266",4.4,1.7,50,19,0.3,8,3,2019,1,25,9
"267",6.1,2,140,18,0.95,8,3,2019,1,25,10
"268",6.2,1.3,230,20,0.84,8,0,2019,1,25,11
"269",7.1,3.1,270,20,1.78,8,0,2019,1,25,12
"270",7.5,5.5,290,23,2.18,8,0,2019,1,25,13
"271",6.9,5,320,25,1.15,10,10,2019,1,25,14
"272",6.7,4.4,290,25,0.59,10,10,2019,1,25,15
"273",6.9,2.4,340,26,0.61,9,0,2019,1,25,16
"274",6.6,3,340,28,0.48,8,0,2019,1,25,17
"275",5.5,5.2,290,30,0.07,7,0,2019,1,25,18
"276",-2.6,5.6,360,34,0.04,0,0,2019,1,26,8
"277",-1.2,3.2,360,31,0.56,0,0,2019,1,26,9
"278",-0.4,4.4,360,28,1.28,0,0,2019,1,26,10
"279",0.8,4.8,360,26,1.89,0,0,2019,1,26,11
"280",3,4.3,360,23,2.25,0,0,2019,1,26,12
"281",4.7,3.1,20,21,2.4,0,0,2019,1,26,13
"282",4.9,4.7,360,20,2.33,0,0,2019,1,26,14
"283",5.5,4.5,340,18,2.05,0,0,2019,1,26,15
"284",5.7,2.7,360,17,1.5,0,0,2019,1,26,16
"285",5.6,3.2,360,16,0.78,0,0,2019,1,26,17
"286",2.9,3.4,360,18,0.12,0,0,2019,1,26,18
"287",-0.3,1,340,25,0.05,0,0,2019,1,27,8
"288",2.6,0.8,160,25,0.6,0,0,2019,1,27,9
"289",3.5,1.9,340,22,1.33,0,0,2019,1,27,10
"290",4.4,4.5,360,21,1.93,0,0,2019,1,27,11
"291",7,2.4,320,18,2.31,0,0,2019,1,27,12
"292",6.9,4.4,250,22,2.45,0,0,2019,1,27,13
"293",7.8,4.5,250,22,2.37,0,0,2019,1,27,14
"294",8,6.5,250,17,2.06,0,0,2019,1,27,15
"295",8.9,3.7,250,20,1.48,0,0,2019,1,27,16
"296",8.4,4.3,230,27,0.78,0,0,2019,1,27,17
"297",6.1,2,270,31,0.13,0,0,2019,1,27,18
"298",3.1,4.9,270,62,0.02,9,9,2019,1,28,8
"299",4,5.3,270,64,0.25,0,0,2019,1,28,9
"300",5.8,7.5,250,62,1.12,0,0,2019,1,28,10
"301",7.9,5.1,270,58,1.84,5,5,2019,1,28,11
"302",8.4,4.4,270,49,1.77,4,4,2019,1,28,12
"303",9.5,5.4,270,36,1.93,2,2,2019,1,28,13
"304",9.8,7.8,270,28,2.03,0,0,2019,1,28,14
"305",10.5,3.5,320,23,1.81,0,0,2019,1,28,15
"306",10.6,3.1,320,22,1.26,0,0,2019,1,28,16
"307",9.5,4,320,24,0.63,0,0,2019,1,28,17
"308",7.5,2.8,360,21,0.08,0,0,2019,1,28,18
"309",0,0.8,230,40,0.04,0,0,2019,1,29,8
"310",2.5,1,230,37,0.54,0,0,2019,1,29,9
"311",5.6,0.9,270,34,1.2,0,0,2019,1,29,10
"312",5,4.7,320,33,1.79,0,0,2019,1,29,11
"313",7.7,2.4,320,32,2.14,0,0,2019,1,29,12
"314",10.5,1.7,90,39,2.3,0,0,2019,1,29,13
"315",10.5,2.9,110,49,2.21,0,0,2019,1,29,14
"316",10.9,2.4,140,49,1.94,0,0,2019,1,29,15
"317",11.2,1.5,200,45,1.4,0,0,2019,1,29,16
"318",10.1,1.7,230,52,0.71,0,0,2019,1,29,17
"319",7.7,1.8,230,56,0.12,0,0,2019,1,29,18
"320",5.5,2.8,360,35,0.03,7,2,2019,1,30,8
"321",6.8,3.1,360,32,0.53,6,6,2019,1,30,9
"322",8.5,2,290,33,1.35,3,3,2019,1,30,10
"323",9.4,3.1,270,26,1.44,7,0,2019,1,30,11
"324",10,4.1,270,30,2.13,4,4,2019,1,30,12
"325",10.8,4.5,250,29,2.37,1,0,2019,1,30,13
"326",11.5,4.6,250,25,2.21,0,0,2019,1,30,14
"327",13.4,4.6,230,22,2.14,6,6,2019,1,30,15
"328",11.1,4.9,270,24,1.28,8,8,2019,1,30,16
"329",10.8,4.6,250,24,0.47,8,8,2019,1,30,17
"330",9.7,3.7,270,30,0.08,8,8,2019,1,30,18
"331",3.2,1.6,50,93,0,10,8,2019,1,31,8
"332",2.9,1.1,340,92,0.01,10,8,2019,1,31,9
"333",1.7,4.1,340,94,0.09,10,8,2019,1,31,10
"334",1.5,3.7,340,94,0.14,10,9,2019,1,31,11
"335",1.4,3,360,93,0.18,10,8,2019,1,31,12
"336",0.8,5.6,340,94,0.2,10,8,2019,1,31,13
"337",0.6,5.6,340,95,0.22,10,8,2019,1,31,14
"338",0.8,3.9,360,94,0.21,10,8,2019,1,31,15
"339",1.2,2.9,20,94,0.28,10,7,2019,1,31,16
"340",2,3.4,20,89,0.48,4,4,2019,1,31,17
"341",1.6,2.9,140,78,0.15,6,6,2019,1,31,18
"342",-3.3,5,160,49,0.06,0,0,2019,2,1,8
"343",-1.4,4.7,140,48,0.61,0,0,2019,2,1,9
"344",-0.2,4,140,49,1.32,0,0,2019,2,1,10
"345",0.7,5.2,160,46,1.92,0,0,2019,2,1,11
"346",2,3.5,340,47,2.35,0,0,2019,2,1,12
"347",2.3,5.4,270,47,2.48,0,0,2019,2,1,13
"348",4.7,2,180,45,2.41,0,0,2019,2,1,14
"349",4.5,3.6,270,44,2.08,0,0,2019,2,1,15
"350",4.7,5.2,250,43,1.55,0,0,2019,2,1,16
"351",4.5,5.5,270,46,0.84,0,0,2019,2,1,17
"352",3.1,3.8,270,49,0.15,0,0,2019,2,1,18
"353",-1,1.7,360,57,0.06,0,0,2019,2,2,8
"354",1.3,1,250,49,0.63,0,0,2019,2,2,9
"355",2.4,4.2,250,50,1.34,0,0,2019,2,2,10
"356",4,3.6,290,47,1.93,0,0,2019,2,2,11
"357",5.4,2.2,270,43,2.31,0,0,2019,2,2,12
"358",7,2.1,340,42,2.48,0,0,2019,2,2,13
"359",7.2,4.2,250,41,2.4,0,0,2019,2,2,14
"360",7.8,5,270,44,2.06,0,0,2019,2,2,15
"361",8.2,3.5,270,47,1.46,0,0,2019,2,2,16
"362",7.7,3.8,230,51,0.76,0,0,2019,2,2,17
"363",6.6,5.1,270,58,0.13,0,0,2019,2,2,18
"364",12.4,5.4,230,97,0,10,9,2019,2,3,8
"365",13,5,250,97,0,10,9,2019,2,3,9
"366",14.1,6,230,97,0.03,10,9,2019,2,3,10
"367",14.3,6.7,270,92,0.26,10,8,2019,2,3,11
"368",14.2,4.2,270,91,0.51,10,9,2019,2,3,12
"369",14.1,4.4,270,91,0.64,10,8,2019,2,3,13
"370",14,2.3,230,90,0.32,10,9,2019,2,3,14
"371",13.9,6.8,270,90,0.22,10,9,2019,2,3,15
"372",13.5,7,270,90,0.27,10,8,2019,2,3,16
"373",13.3,7.8,270,86,0.29,10,1,2019,2,3,17
"374",12.9,9.5,270,81,0.03,10,3,2019,2,3,18
"375",3.6,3.5,20,28,0.06,0,0,2019,2,4,8
"376",4.7,3,50,28,0.65,0,0,2019,2,4,9
"377",6.4,2,50,22,1.34,0,0,2019,2,4,10
"378",7.2,3.8,360,19,1.96,0,0,2019,2,4,11
"379",9.3,2.6,360,18,2.35,0,0,2019,2,4,12
"380",10,2.6,360,17,2.49,0,0,2019,2,4,13
"381",9.5,4.8,290,17,2.44,0,0,2019,2,4,14
"382",9.5,4,290,17,2.01,5,0,2019,2,4,15
"383",9.6,4.4,360,16,1.37,3,0,2019,2,4,16
"384",9.2,2.4,360,18,0.81,6,0,2019,2,4,17
"385",7.5,3.1,340,18,0.19,7,0,2019,2,4,18
"386",3.2,1,140,35,0.06,0,0,2019,2,5,8
"387",6.1,1.1,70,32,0.61,0,0,2019,2,5,9
"388",8.8,0.6,140,28,1.34,0,0,2019,2,5,10
"389",11.4,1,110,26,1.92,0,0,2019,2,5,11
"390",11.4,2.8,110,37,2.3,0,0,2019,2,5,12
"391",12.7,2.3,110,36,2.45,3,0,2019,2,5,13
"392",12.7,2.8,110,40,2.4,1,0,2019,2,5,14
"393",12.2,3.2,140,43,2.05,1,0,2019,2,5,15
"394",12.2,2,110,45,1.54,1,0,2019,2,5,16
"395",11.9,1.9,230,42,0.84,3,0,2019,2,5,17
"396",9.6,1.2,230,50,0.15,3,0,2019,2,5,18
"397",6.9,2.1,340,34,0.08,0,0,2019,2,6,8
"398",8.6,2.3,50,35,0.59,5,0,2019,2,6,9
"399",11.7,1.5,50,32,1.36,0,0,2019,2,6,10
"400",13.5,1.9,110,27,1.93,0,0,2019,2,6,11
"401",15,1.4,140,25,2.35,0,0,2019,2,6,12
"402",14.7,2.7,230,26,2.35,4,0,2019,2,6,13
"403",14.5,3.9,200,31,2.38,0,0,2019,2,6,14
"404",13.9,4.6,200,38,2.04,0,0,2019,2,6,15
"405",13.7,4.5,230,35,1.42,1,0,2019,2,6,16
"406",11.8,5,230,38,0.66,1,0,2019,2,6,17
"407",11.2,3.9,230,53,0.13,8,0,2019,2,6,18
"408",9.5,5.3,290,67,0,10,7,2019,2,7,8
"409",9.6,4.7,290,63,0.05,10,7,2019,2,7,9
"410",10.5,5.4,290,57,0.52,4,4,2019,2,7,10
"411",11.1,4.9,290,53,1.11,5,5,2019,2,7,11
"412",13.1,4.5,290,46,1.93,4,4,2019,2,7,12
"413",13.3,3.5,360,47,1.72,4,4,2019,2,7,13
"414",11.6,1.9,290,51,1.19,9,0,2019,2,7,14
"415",11,2.2,340,48,0.77,9,0,2019,2,7,15
"416",10.4,2.1,360,44,0.56,9,0,2019,2,7,16
"417",9.3,3.8,360,36,0.32,9,0,2019,2,7,17
"418",8,2.3,360,28,0.13,5,0,2019,2,7,18
"419",-0.6,1.9,340,32,0.02,10,10,2019,2,8,8
"420",1.1,2.6,50,31,0.31,10,0,2019,2,8,9
"421",2.4,2.4,50,32,0.76,7,0,2019,2,8,10
"422",4.5,3.3,50,34,1.62,7,0,2019,2,8,11
"423",6.6,2,20,36,1.96,0,0,2019,2,8,12
"424",8.1,1.8,20,35,2.44,0,0,2019,2,8,13
"425",8.5,1.9,200,36,2.32,0,0,2019,2,8,14
"426",7.8,2.8,250,40,2.02,0,0,2019,2,8,15
"427",7.6,2.9,160,43,1.45,0,0,2019,2,8,16
"428",6.6,3.1,90,44,0.8,0,0,2019,2,8,17
"429",4.8,1.6,50,50,0.15,0,0,2019,2,8,18
"430",1.1,2.7,360,33,0.02,9,6,2019,2,9,8
"431",2,4.2,360,23,0.48,9,0,2019,2,9,9
"432",3.6,2.8,140,25,0.97,7,0,2019,2,9,10
"433",3.8,3.4,230,24,1.76,3,0,2019,2,9,11
"434",4.7,2.9,320,22,2.29,5,0,2019,2,9,12
"435",4.6,3.4,360,21,2.27,7,0,2019,2,9,13
"436",4.7,3.5,290,22,1.95,8,0,2019,2,9,14
"437",4.8,3.3,320,20,1.99,6,0,2019,2,9,15
"438",5,3.3,340,21,1.6,8,0,2019,2,9,16
"439",4,2.7,340,22,0.88,8,0,2019,2,9,17
"440",2.6,3.3,360,24,0.16,8,0,2019,2,9,18
"441",1.7,3.5,360,23,0,0,0,2019,2,9,19
