"","Temp","WS","WD","Humi","Solar","Cloud","LowCloud","Year","Month","Day","Time"
"221",-2.6,3,290,41,0,0,0,2019,1,21,8
"222",-1.6,3.4,290,45,0.44,0,0,2019,1,21,9
"223",-0.2,4.1,270,45,1.05,0,0,2019,1,21,10
"224",1.6,4.6,270,41,1.61,0,0,2019,1,21,11
"225",3.2,4.1,290,37,1.95,0,0,2019,1,21,12
"226",4.2,3.3,250,33,2.08,0,0,2019,1,21,13
"227",5.9,2.2,250,31,1.98,0,0,2019,1,21,14
"228",6.8,3.3,270,29,1.69,0,0,2019,1,21,15
"229",8,1.7,270,27,1.15,0,0,2019,1,21,16
"230",7.1,3.1,320,27,0.53,0,0,2019,1,21,17
"231",5.9,3.4,320,29,0.04,0,0,2019,1,21,18
"232",-2,0.3,0,74,0,0,0,2019,1,22,8
"233",0.6,0.4,0,67,0.39,0,0,2019,1,22,9
"234",3.4,1.2,250,56,0.97,0,0,2019,1,22,10
"235",5.4,2.9,270,46,1.55,0,0,2019,1,22,11
"236",6.7,3.1,270,40,1.88,0,0,2019,1,22,12
"237",7.4,3.3,270,34,2.05,0,0,2019,1,22,13
"238",7.5,1.5,340,33,1.93,0,0,2019,1,22,14
"239",8.9,1.7,320,28,1.6,0,0,2019,1,22,15
"240",9.3,2.2,320,26,1.09,0,0,2019,1,22,16
"241",8.7,1.8,340,28,0.49,0,0,2019,1,22,17
"242",7.6,0.6,290,30,0.03,0,0,2019,1,22,18
"243",-2.5,0.8,90,67,0,0,0,2019,1,23,8
"244",-0.5,0.7,110,60,0.34,0,0,2019,1,23,9
"245",2,0.6,340,53,0.87,0,0,2019,1,23,10
"246",5,1.2,340,47,1.37,0,0,2019,1,23,11
"247",7.4,2.6,270,40,1.67,0,0,2019,1,23,12
"248",8.6,3.1,290,34,1.82,0,0,2019,1,23,13
"249",9.2,2.9,270,31,1.73,0,0,2019,1,23,14
"250",10.9,4.2,270,25,1.44,0,0,2019,1,23,15
"251",10.3,5.2,290,24,1,0,0,2019,1,23,16
"252",9.4,4.8,290,25,0.48,0,0,2019,1,23,17
"253",8.2,2.9,320,29,0.04,0,0,2019,1,23,18
"254",-2.3,0.5,340,56,0.01,0,0,2019,1,24,8
"255",-0.8,0.9,20,48,0.43,0,0,2019,1,24,9
"256",2.5,1,200,32,1.03,0,0,2019,1,24,10
"257",4.1,1.7,250,27,1.57,0,0,2019,1,24,11
"258",5.7,1.6,250,22,1.94,0,0,2019,1,24,12
"259",7.1,2.4,270,18,2.09,0,0,2019,1,24,13
"260",8.5,2.1,230,14,1.99,0,0,2019,1,24,14
"261",8.8,3.6,290,9,1.73,0,0,2019,1,24,15
"262",9.1,2.6,270,10,1.21,0,0,2019,1,24,16
"263",8.5,2.1,320,10,0.58,0,0,2019,1,24,17
"264",7,1.5,290,14,0.04,0,0,2019,1,24,18
"265",-2.4,0.1,0,52,0,6,4,2019,1,25,8
"266",-0.2,0.3,0,47,0.26,6,2,2019,1,25,9
"267",3.1,2.3,270,25,0.68,7,0,2019,1,25,10
"268",3.7,3.6,270,23,0.94,8,0,2019,1,25,11
"269",5,3.7,290,22,1.33,8,0,2019,1,25,12
"270",5.9,5.8,290,22,1.86,6,0,2019,1,25,13
"271",5.8,4.6,320,22,1.75,7,0,2019,1,25,14
"272",5.9,5.8,320,23,1.45,6,0,2019,1,25,15
"273",5.4,5.1,320,28,1.12,6,0,2019,1,25,16
"274",4.7,6.1,290,31,0.56,4,0,2019,1,25,17
"275",3.9,4,290,32,0.05,1,1,2019,1,25,18
"276",-3.4,3.7,270,32,0.01,0,0,2019,1,26,8
"277",-3,4.9,290,30,0.46,0,0,2019,1,26,9
"278",-1.6,3.7,270,28,1.11,0,0,2019,1,26,10
"279",-0.5,4.4,290,25,1.69,0,0,2019,1,26,11
"280",1.3,2.9,270,22,2.02,0,0,2019,1,26,12
"281",1.9,4,320,19,2.19,0,0,2019,1,26,13
"282",3.5,4,290,17,2.12,0,0,2019,1,26,14
"283",3.6,2.9,290,16,1.83,0,0,2019,1,26,15
"284",3.6,2.9,320,16,1.29,0,0,2019,1,26,16
"285",3.3,5.2,290,17,0.62,0,0,2019,1,26,17
"286",2.4,4.9,290,18,0.06,0,0,2019,1,26,18
"287",-6.5,0.5,70,62,0.02,0,0,2019,1,27,8
"288",-4,0.8,340,48,0.48,0,0,2019,1,27,9
"289",-1.3,0.7,360,40,1.13,0,0,2019,1,27,10
"290",2.1,2.2,270,34,1.68,0,0,2019,1,27,11
"291",3.5,2.3,270,28,2.06,0,0,2019,1,27,12
"292",5.1,2.4,270,23,2.23,0,0,2019,1,27,13
"293",6.6,2.8,270,19,2.12,0,0,2019,1,27,14
"294",7.5,3.5,290,18,1.82,0,0,2019,1,27,15
"295",7.6,3.7,290,19,1.28,4,0,2019,1,27,16
"296",7,2.3,340,19,0.57,4,0,2019,1,27,17
"297",5.9,2.2,320,18,0.08,3,0,2019,1,27,18
"298",0.5,0.2,0,53,0,8,8,2019,1,28,8
"299",2.9,2.8,320,55,0.06,9,9,2019,1,28,9
"300",4.7,1.4,290,57,0.49,2,2,2019,1,28,10
"301",6.3,2.4,270,47,1.49,2,2,2019,1,28,11
"302",8.3,4.5,290,29,1.72,1,1,2019,1,28,12
"303",8.1,6.7,290,24,1.97,1,1,2019,1,28,13
"304",8.1,6.2,290,18,1.87,0,0,2019,1,28,14
"305",7.8,4.9,320,15,1.64,0,0,2019,1,28,15
"306",6.8,5.8,340,16,1.19,0,0,2019,1,28,16
"307",6.1,5.2,320,16,0.57,0,0,2019,1,28,17
"308",4.5,3.6,320,18,0.06,0,0,2019,1,28,18
"309",-4.9,0.2,0,65,0.02,0,0,2019,1,29,8
"310",-2.6,0.5,50,55,0.45,0,0,2019,1,29,9
"311",0.2,0.7,340,43,1.05,0,0,2019,1,29,10
"312",2.2,2.1,290,32,1.6,0,0,2019,1,29,11
"313",3.6,0.9,70,27,1.98,0,0,2019,1,29,12
"314",6,1.2,70,23,2.16,0,0,2019,1,29,13
"315",6.9,1.7,340,24,2.06,0,0,2019,1,29,14
"316",8.1,1.8,270,24,1.73,0,0,2019,1,29,15
"317",9.1,1.5,270,22,1.21,0,0,2019,1,29,16
"318",8.6,0.9,270,22,0.59,0,0,2019,1,29,17
"319",7.1,0.1,0,24,0.07,0,0,2019,1,29,18
"320",-1.7,0.3,0,62,0,4,4,2019,1,30,8
"321",0.3,0.7,340,54,0.39,1,1,2019,1,30,9
"322",3.4,0.5,360,43,1.05,0,0,2019,1,30,10
"323",5.9,3.5,270,29,1.59,6,6,2019,1,30,11
"324",7.1,2.9,270,22,1.89,6,6,2019,1,30,12
"325",9.8,2.7,250,19,1.86,0,0,2019,1,30,13
"326",10.9,2.5,250,15,2.06,0,0,2019,1,30,14
"327",11.6,3.3,270,12,1.75,0,0,2019,1,30,15
"328",11.9,3.7,290,12,1.25,1,1,2019,1,30,16
"329",11.3,3.1,290,12,0.53,4,4,2019,1,30,17
"330",10,2.2,290,14,0.09,3,3,2019,1,30,18
"331",1.6,2.5,290,92,0,10,7,2019,1,31,8
"332",1.6,2.4,270,93,0.03,10,8,2019,1,31,9
"333",1.7,2.9,270,91,0.16,10,7,2019,1,31,10
"334",1.2,3.3,270,93,0.16,10,8,2019,1,31,11
"335",1,3.7,270,94,0.21,10,8,2019,1,31,12
"336",1.3,3.7,270,94,0.29,10,7,2019,1,31,13
"337",1.4,3.5,270,93,0.31,10,7,2019,1,31,14
"338",0.5,3.6,290,87,0.3,10,6,2019,1,31,15
"339",1.9,3.3,270,66,0.62,8,3,2019,1,31,16
"340",1.9,3.2,290,58,0.47,8,0,2019,1,31,17
"341",1.7,3.8,290,58,0.14,4,0,2019,1,31,18
"342",-3.5,3.8,290,48,0.03,0,0,2019,2,1,8
"343",-2.5,3.5,270,45,0.49,0,0,2019,2,1,9
"344",-1.1,3.8,290,45,1.18,0,0,2019,2,1,10
"345",0.2,4.3,290,45,1.74,0,0,2019,2,1,11
"346",2.1,4.2,290,41,2.08,0,0,2019,2,1,12
"347",3.2,5,290,36,2.27,0,0,2019,2,1,13
"348",3.5,5,320,33,2.18,0,0,2019,2,1,14
"349",4.1,5,320,34,1.87,0,0,2019,2,1,15
"350",4.5,4.3,320,34,1.34,0,0,2019,2,1,16
"351",3.7,4.5,320,35,0.72,0,0,2019,2,1,17
"352",2.8,3.7,290,39,0.12,0,0,2019,2,1,18
"353",-2.6,1.3,320,74,0.03,0,0,2019,2,2,8
"354",-0.7,1.7,290,66,0.49,0,0,2019,2,2,9
"355",1.3,1.8,290,56,1.13,0,0,2019,2,2,10
"356",3.3,2.9,270,47,1.7,0,0,2019,2,2,11
"357",4.4,3.4,270,41,2.09,0,0,2019,2,2,12
"358",6.4,2.8,270,36,2.26,0,0,2019,2,2,13
"359",7.4,2,250,31,2.19,1,0,2019,2,2,14
"360",7.7,1.9,270,29,1.84,1,0,2019,2,2,15
"361",8.5,1.9,230,30,1.33,1,0,2019,2,2,16
"362",8.3,1.9,250,32,0.67,1,0,2019,2,2,17
"363",7.2,1.6,270,36,0.1,1,1,2019,2,2,18
"364",2.1,1,90,95,0,10,9,2019,2,3,8
"365",2.4,0.4,0,96,0.01,10,9,2019,2,3,9
"366",3.1,1,20,96,0.05,10,9,2019,2,3,10
"367",4.5,0.6,90,97,0.43,10,8,2019,2,3,11
"368",5.2,1.1,340,93,0.55,10,8,2019,2,3,12
"369",6.9,1.3,290,90,0.74,9,7,2019,2,3,13
"370",5.9,1.6,290,93,0.15,10,8,2019,2,3,14
"371",6.2,0.6,270,94,0.11,10,8,2019,2,3,15
"372",6.5,0.8,250,95,0.07,10,8,2019,2,3,16
"373",6.3,0.5,180,95,0.06,10,8,2019,2,3,17
"374",6.4,1.1,200,95,0.01,9,8,2019,2,3,18
"375",2.2,5.4,290,25,0.03,0,0,2019,2,4,8
"376",2.8,5.4,270,24,0.49,0,0,2019,2,4,9
"377",4.1,3.7,290,22,1.16,0,0,2019,2,4,10
"378",4.7,6.4,290,16,1.75,0,0,2019,2,4,11
"379",6.5,3.9,320,16,2.16,0,0,2019,2,4,12
"380",6.3,4.9,290,16,2.28,0,0,2019,2,4,13
"381",6.5,5,270,15,2.19,3,0,2019,2,4,14
"382",7.1,4.1,290,15,1.87,1,0,2019,2,4,15
"383",7.5,4.1,270,15,1.31,1,0,2019,2,4,16
"384",6.7,4.7,290,15,0.72,3,0,2019,2,4,17
"385",5.9,3.6,290,17,0.07,6,0,2019,2,4,18
"386",-3.6,0.7,110,66,0.04,0,0,2019,2,5,8
"387",-1.7,0.8,90,63,0.48,0,0,2019,2,5,9
"388",1.6,0.4,0,51,1.12,0,0,2019,2,5,10
"389",3.5,1.1,320,39,1.66,0,0,2019,2,5,11
"390",6.1,1.7,270,25,2.05,0,0,2019,2,5,12
"391",8,1.7,270,17,1.88,6,3,2019,2,5,13
"392",8.5,1.3,340,18,1.78,7,0,2019,2,5,14
"393",10.4,1.7,270,17,1.77,6,0,2019,2,5,15
"394",10.6,1.4,290,15,1.22,6,0,2019,2,5,16
"395",10.3,1.2,290,16,0.67,8,0,2019,2,5,17
"396",9.4,0.6,200,19,0.11,8,0,2019,2,5,18
"397",-0.9,3.3,140,68,0.04,8,4,2019,2,6,8
"398",0.9,1.7,110,60,0.48,0,0,2019,2,6,9
"399",5.4,0.3,0,44,1.18,0,0,2019,2,6,10
"400",7.7,1.1,50,32,1.74,0,0,2019,2,6,11
"401",9.9,2,270,28,2.15,4,0,2019,2,6,12
"402",11.3,1.3,360,21,2.21,5,0,2019,2,6,13
"403",12.1,0.6,20,16,1.72,5,0,2019,2,6,14
"404",14,1.5,250,13,1.73,5,0,2019,2,6,15
"405",13.8,2.3,290,16,1.25,6,0,2019,2,6,16
"406",13.7,2.7,290,17,0.48,7,0,2019,2,6,17
"407",12.2,1.8,320,19,0.09,8,0,2019,2,6,18
"408",4.7,1.3,340,68,0.01,7,4,2019,2,7,8
"409",6.2,1.3,290,64,0.32,6,4,2019,2,7,9
"410",8.2,4.1,320,63,0.43,10,7,2019,2,7,10
"411",7.4,5.4,320,55,0.46,10,8,2019,2,7,11
"412",6.8,5.5,290,48,1.08,9,2,2019,2,7,12
"413",7.6,4.6,270,34,1.8,8,0,2019,2,7,13
"414",7,5,320,32,1.75,9,0,2019,2,7,14
"415",6.3,5.5,290,31,0.99,9,0,2019,2,7,15
"416",6.2,5.4,290,27,0.77,7,0,2019,2,7,16
"417",5.2,5.6,290,19,0.63,5,0,2019,2,7,17
"418",3.9,5.2,290,16,0.17,2,0,2019,2,7,18
"419",-3.5,2.1,270,30,0,10,10,2019,2,8,8
"420",-3.4,1.7,290,28,0.17,10,10,2019,2,8,9
"421",-2.1,1.5,290,25,0.84,3,0,2019,2,8,10
"422",-0.1,1.5,320,22,1.75,3,0,2019,2,8,11
"423",0.8,1.6,250,19,2.13,3,0,2019,2,8,12
"424",2.8,1.3,250,16,2.31,0,0,2019,2,8,13
"425",3.5,1.4,320,20,2.22,0,0,2019,2,8,14
"426",4.8,0.9,320,23,1.92,0,0,2019,2,8,15
"427",4.8,0.9,340,16,1.33,2,0,2019,2,8,16
"428",4.3,0.8,50,15,0.69,1,0,2019,2,8,17
"429",3.5,1.6,320,17,0.12,1,0,2019,2,8,18
"430",-1,4.4,290,20,0.02,8,3,2019,2,9,8
"431",-1.2,3.9,290,25,0.37,6,0,2019,2,9,9
"432",-1.1,5.6,290,30,1.13,0,0,2019,2,9,10
"433",0,5.4,290,29,1.81,0,0,2019,2,9,11
"434",1,4.7,290,27,2.2,1,0,2019,2,9,12
"435",1.3,6.2,290,19,2.41,2,0,2019,2,9,13
"436",2.1,4.6,290,17,2.35,1,0,2019,2,9,14
"437",2,5.8,290,17,1.98,1,0,2019,2,9,15
"438",2.3,4.7,290,17,1.31,2,0,2019,2,9,16
"439",1.9,4.9,290,18,0.66,2,0,2019,2,9,17
